OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,TOTCOMM,AUTO,DRVALONE,CARPOOL,CARPL2,CARPL3,CARPL4,CARPL5OR6,CARPL7PLS,PUBLTRAN,BUSTROLL,STCARTROLL,SUBEL,RR,FERRY,TAXI,MOTORCYC,BIKE,WALK,OTHER,TELECOMM,POPOVER16,TOTEMPINFORCE,UNEMPPCT,TIMETOWK,MEDHHI,PCTFOODSNAP,PCTNOINS,PCTFAMBELPOV,TOTHU,HUOCC,HUVACANT,NOVEHN,NOVEHP,ONEVEHN,ONEVEHP,TWOVEHN,TWOVEHP,THRPLSVEHN,THRPLSVEHP,TOTPOP,TOTMALE,TOTFEM,ALLWHITE,ALLWHITEPCT,ALLBLK,ALLBLKPCT,ALLAMERIN,ALLAMERINPCT,ALLASIAN,ALLASIANPCT,ALLNATHI,ALLNATHIPCT,HISPTOT,HISPPCT
1008,34,005,703803,34005703803,7038.03,2169,1895,1776,119,70,0,9,40,0,40,9,0,11,20,0,7,0,0,19,8,200,3636,2373,34.7,31.5,92153,0.8,3.2,1.3,1744,1685,59,18,1.1,429,25.5,888,52.7,350,20.8,4556,2115,2441,4434,97.3,34,0.7,0,0,46,1,0,0,166,3.643547
1009,34,005,703804,34005703804,7038.04,3511,3140,3046,94,38,43,13,0,0,117,16,0,11,90,0,0,0,0,31,2,221,5515,3812,30.9,33.6,133036,0,2.4,0,2355,2300,55,0,0,257,11.2,1123,48.8,920,40,7202,3557,3645,6643,92.2,228,3.2,0,0,190,2.6,0,0,135,1.874479
1010,34,005,703900,34005703900,7039,2052,1740,1590,150,127,12,0,0,11,90,15,0,36,39,0,0,0,63,43,1,115,3190,2146,32.7,32.3,103843,1.5,4.1,0.7,1609,1574,35,23,1.5,416,26.4,855,54.3,280,17.8,4142,2092,2050,4080,98.5,0,0,0,0,0,0,0,0,22,0.531144
1011,34,005,700504,34005700504,7005.04,1409,1227,1214,13,13,0,0,0,0,28,17,0,11,0,0,0,0,13,43,48,50,2376,1554,34.6,26,98750,1.1,9,1.5,1236,1066,170,62,5.8,233,21.9,557,52.3,214,20.1,3051,1456,1595,2683,87.9,270,8.8,0,0,26,0.9,0,0,31,1.01606
1012,34,005,700505,34005700505,7005.05,2648,2401,2299,102,67,0,21,14,0,69,13,0,15,41,0,0,0,0,43,0,135,4520,2850,36.9,28.3,222868,0,2,0.6,2076,1927,149,103,5.3,214,11.1,944,49,666,34.6,6028,2882,3146,4914,81.5,68,1.1,0,0,830,13.8,0,0,54,0.89582
1013,34,005,700501,34005700501,7005.01,2981,2548,2443,105,79,26,0,0,0,132,33,0,32,67,0,0,0,22,10,23,246,4635,3312,28.5,28.7,96512,4.1,5,0,2273,2208,65,36,1.6,660,29.9,1015,46,497,22.5,5561,2659,2902,4997,89.9,307,5.5,0,0,159,2.9,0,0,162,2.913145
1014,34,005,700502,34005700502,7005.02,1138,1054,991,63,46,17,0,0,0,24,0,0,0,24,0,0,0,7,0,0,53,1817,1192,34.4,33.2,79141,1.9,7.5,2.5,861,805,56,83,10.3,236,29.3,266,33,220,27.3,2262,1131,1131,2156,95.3,15,0.7,0,0,19,0.8,0,0,102,4.509284
1015,34,005,700503,34005700503,7005.03,1674,1562,1444,118,86,12,20,0,0,39,16,0,0,23,0,0,0,0,16,0,57,2802,1878,33,26.1,122784,4.6,4.6,4.6,1460,1353,107,27,2,357,26.4,567,41.9,402,29.7,3807,1781,2026,2854,75,680,17.9,26,0.7,133,3.5,0,0,106,2.784345
1016,34,005,702601,34005702601,7026.01,2051,1934,1771,163,108,11,44,0,0,29,6,0,0,23,0,0,0,0,25,0,63,3205,2355,26.5,26.2,72270,3.8,6.9,1.8,1700,1613,87,74,4.6,568,35.2,658,40.8,313,19.4,3957,1685,2272,2778,70.2,833,21.1,0,0,153,3.9,0,0,223,5.635583
1017,34,005,702603,34005702603,7026.03,1058,942,864,78,60,3,15,0,0,45,14,0,0,31,0,0,0,23,14,28,6,1843,1288,30.1,21.8,56731,15.8,15.7,7.1,975,824,151,128,15.5,361,43.8,260,31.6,75,9.1,2412,1218,1194,1683,69.8,617,25.6,0,0,12,0.5,0,0,273,11.318408
1018,34,005,702908,34005702908,7029.08,1746,1530,1417,113,48,46,0,0,19,8,0,0,8,0,0,0,0,0,0,25,183,3799,1943,48.9,22.8,65902,1.4,3.1,0.9,2129,1942,187,82,4.2,911,46.9,492,25.3,457,23.5,4418,1862,2556,4060,91.9,172,3.9,0,0,185,4.2,0,0,171,3.87053
1019,34,005,702906,34005702906,7029.06,1150,999,955,44,44,0,0,0,0,23,8,0,15,0,0,0,0,0,19,0,109,1944,1255,35.4,25,96641,0.6,3.7,0,698,698,0,13,1.9,180,25.8,290,41.5,215,30.8,2415,1100,1315,2088,86.5,119,4.9,0,0,128,5.3,0,0,140,5.797101
1020,34,005,702905,34005702905,7029.05,2242,2059,1980,79,57,22,0,0,0,34,13,0,0,21,0,11,0,0,37,23,78,3374,2422,28.2,28.6,89250,3,7.2,7.1,1798,1738,60,35,2,707,40.7,632,36.4,364,20.9,4083,1918,2165,3614,88.5,135,3.3,0,0,306,7.5,0,0,32,0.783737
1021,34,005,702101,34005702101,7021.01,1170,1133,1037,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1610,1242,22.9,13,50345,2.5,0.5,3.9,1099,885,214,16,1.8,229,25.9,590,66.7,50,5.6,2920,1536,1384,1969,67.4,553,18.9,6,0.2,96,3.3,0,0,235,8.047945
1022,34,005,700102,34005700102,7001.02,1468,1350,1283,67,67,0,0,0,0,65,10,0,0,55,0,0,0,0,25,0,28,2170,1595,26.5,26.2,81528,3.9,3.7,2.8,1166,1036,130,39,3.8,325,31.4,435,42,237,22.9,2564,1229,1335,2237,87.2,97,3.8,0,0,98,3.8,0,0,121,4.719189
1023,34,005,700103,34005700103,7001.03,1290,1137,990,147,80,43,24,0,0,71,8,0,47,16,0,0,0,0,0,30,52,2349,1554,33.8,31,63281,1.7,12.8,4.5,1588,1401,187,46,3.3,805,57.5,436,31.1,114,8.1,2775,1236,1539,2323,83.7,240,8.6,0,0,90,3.2,0,0,168,6.054054
1024,34,005,700104,34005700104,7001.04,959,860,774,86,66,20,0,0,0,18,0,0,0,18,0,0,0,21,39,0,21,1663,1260,24.2,24.4,47344,17,17.7,15,809,723,86,167,23.1,182,25.2,263,36.4,111,15.4,2062,984,1078,1302,63.1,624,30.3,3,0.1,58,2.8,0,0,53,2.57032
1025,34,005,702300,34005702300,7023,749,704,635,69,42,27,0,0,0,10,4,0,0,6,0,0,0,5,18,4,8,1209,823,31.9,29.4,65417,7.1,9.2,8,700,637,63,33,5.2,255,40,255,40,94,14.8,1420,632,788,1103,77.7,161,11.3,4,0.3,21,1.5,0,0,230,16.197183
1026,34,005,702203,34005702203,7022.03,1450,1373,1282,91,61,0,0,16,14,18,0,0,0,18,0,0,0,11,10,11,27,2603,1727,33.7,27.4,53646,3.9,14,1.7,1428,1428,0,85,6,573,40.1,365,25.6,405,28.4,2960,1446,1514,1760,59.5,896,30.3,0,0,61,2.1,0,0,411,13.885135
1027,34,005,702206,34005702206,7022.06,862,784,666,118,109,0,9,0,0,18,18,0,0,0,0,0,0,0,15,15,30,1697,1126,33.6,31.3,57317,9.8,20.9,5.1,738,726,12,32,4.4,204,28.1,332,45.7,158,21.8,2046,1162,884,1701,83.1,110,5.4,3,0.1,38,1.9,0,0,124,6.060606
1028,34,005,702204,34005702204,7022.04,799,729,628,101,98,3,0,0,0,0,0,0,0,0,0,0,0,0,36,11,23,2183,1022,53.2,34.7,73571,20.9,17.8,19.3,739,702,37,46,6.6,186,26.5,286,40.7,184,26.2,2755,1280,1475,1547,56.2,718,26.1,0,0,4,0.1,0,0,326,11.833031
1029,34,005,702208,34005702208,7022.08,3166,3085,2840,245,208,37,0,0,0,38,27,0,0,11,0,0,0,15,0,0,28,5580,3692,33.8,31.2,82531,6.7,8.8,4.7,2478,2341,137,61,2.6,563,24,928,39.6,789,33.7,7137,3601,3536,5618,78.7,1204,16.9,14,0.2,124,1.7,0,0,750,10.508617
1030,34,005,700701,34005700701,7007.01,1794,1654,1471,183,125,31,27,0,0,74,52,0,22,0,0,0,0,0,37,0,29,2785,1970,29.3,20.7,61971,6.8,10.6,2.1,1286,1153,133,23,2,330,28.6,595,51.6,205,17.8,3382,1512,1870,3149,93.1,134,4,5,0.1,34,1,0,0,140,4.139562
1031,34,005,700702,34005700702,7007.02,1259,1117,831,286,286,0,0,0,0,48,31,0,0,17,0,0,0,0,27,40,27,1900,1454,23.5,25.8,62500,10.7,20.1,10.6,876,824,52,131,15.9,204,24.8,337,40.9,152,18.4,2407,1254,1153,1873,77.8,306,12.7,0,0,29,1.2,0,0,358,14.873286
1032,34,015,501209,34015501209,5012.09,3328,3195,2917,278,230,0,0,16,32,27,13,0,0,14,0,0,0,0,35,0,71,5781,4035,30.2,28,61654,6.8,9.4,6.4,2989,2925,64,189,6.5,1159,39.6,1183,40.4,394,13.5,7395,3457,3938,5593,75.6,1057,14.3,0,0,131,1.8,0,0,921,12.454361
1033,34,015,502200,34015502200,5022,5081,4753,4210,543,448,38,57,0,0,47,17,0,22,8,0,0,0,0,63,31,187,7205,5424,24.7,32.3,114052,2.6,4.6,3.5,3481,3286,195,52,1.6,547,16.6,1970,60,717,21.8,10541,5157,5384,8725,82.8,919,8.7,16,0.2,604,5.7,0,0,393,3.728299
1034,34,015,500701,34015500701,5007.01,3507,3314,2950,364,364,0,0,0,0,50,0,0,0,50,0,0,0,0,73,0,70,6129,4064,33.7,24.9,73099,6.2,10.2,6.7,3309,3227,82,263,8.1,1068,33.1,1316,40.8,580,18,7854,3620,4234,7060,89.9,454,5.8,0,0,148,1.9,17,0.200000,341,4.341737
1035,34,015,501900,34015501900,5019,1936,1795,1627,168,97,66,0,5,0,0,0,0,0,0,0,0,28,0,38,18,57,3480,2380,31.6,31,80145,10.5,12.5,5.4,1717,1529,188,87,5.7,329,21.5,581,38,532,34.8,4237,2222,2015,3619,85.4,502,11.8,0,0,12,0.3,0,0,235,5.546377
1036,34,015,501605,34015501605,5016.05,1920,1718,1629,89,75,14,0,0,0,50,35,0,0,15,0,0,0,0,73,28,51,3857,2416,37.4,37.3,57917,5.7,8.5,5.2,1848,1813,35,165,9.1,557,30.7,797,44,294,16.2,4726,2394,2332,3560,75.3,697,14.7,9,0.2,135,2.9,0,0,334,7.067287
1037,34,015,501604,34015501604,5016.04,3532,3398,3137,261,240,21,0,0,0,64,64,0,0,0,0,0,0,0,1,0,69,5524,4143,25,25.8,70659,8.6,9.9,5.1,2641,2489,152,138,5.5,783,31.5,1087,43.7,481,19.3,7691,3718,3973,6675,86.8,610,7.9,9,0.1,104,1.4,0,0,318,4.134703
1038,34,015,501606,34015501606,5016.06,3060,2882,2742,140,97,0,0,43,0,58,18,0,17,23,0,0,0,0,64,24,32,5246,3489,33.5,34.6,80057,3.2,6.4,4.7,2317,2190,127,47,2.1,525,24,1043,47.6,575,26.3,6762,3383,3379,4983,73.7,1251,18.5,0,0,257,3.8,0,0,159,2.351375
1039,34,021,001402,34021001402,14.02,750,541,417,124,107,11,0,6,0,132,108,3,0,21,0,10,0,7,10,27,23,1719,1058,38.5,21,35550,33,21.7,25.8,972,688,284,175,25.4,340,49.4,133,19.3,40,5.8,2272,1011,1261,161,7.1,2031,89.4,0,0,20,0.9,0,0,203,8.934859
1040,34,021,001500,34021001500,15,962,646,438,208,167,21,20,0,0,245,230,0,0,15,0,0,0,0,61,0,10,1822,1173,35.6,27.2,30770,25.4,17.4,22,1472,1021,451,392,38.4,357,35,231,22.6,41,4,2731,1253,1478,175,6.4,2513,92,0,0,0,0,0,0,170,6.224826
1041,34,021,001600,34021001600,16,363,278,215,63,25,38,0,0,0,35,35,0,0,0,0,0,0,0,33,17,0,861,434,49.6,21,19423,32.4,3.4,50.6,655,476,179,221,46.4,103,21.6,110,23.1,42,8.8,1114,507,607,295,26.5,618,55.5,0,0,98,8.8,0,0,302,27.109515
1042,34,021,001700,34021001700,17,1455,1056,770,286,187,0,44,0,55,345,345,0,0,0,0,0,0,0,43,11,0,3147,2012,36.1,18.2,27798,38.6,16.2,33.6,1863,1527,336,766,50.2,441,28.9,234,15.3,86,5.6,4024,1907,2117,406,10.1,3530,87.7,0,0,0,0,0,0,288,7.157058
1043,34,021,001800,34021001800,18,1752,1353,1026,327,306,8,0,0,13,106,106,0,0,0,0,56,0,0,43,194,0,3405,2151,36.8,23.5,50436,15.2,38.8,15.4,1341,1065,276,196,18.4,424,39.8,302,28.4,143,13.4,4233,2312,1921,2074,49,1224,28.9,137,3.2,101,2.4,0,0,1546,36.522561
1044,34,021,001900,34021001900,19,747,439,393,46,46,0,0,0,0,161,151,0,0,10,0,0,0,0,32,96,19,1229,804,34.6,29.1,41667,37.6,36.7,37.5,627,442,185,101,22.9,176,39.8,165,37.3,0,0,1953,930,1023,957,49,673,34.5,0,0,0,0,0,0,1229,62.928827
1045,34,021,002000,34021002000,20,376,298,226,72,51,11,0,0,10,32,32,0,0,0,0,0,0,7,17,22,0,798,530,33.6,21.2,19432,48.4,15.3,30,628,407,221,214,52.6,101,24.8,72,17.7,20,4.9,1112,534,578,277,24.9,707,63.6,4,0.4,20,1.8,0,0,253,22.751799
1046,34,015,501702,34015501702,5017.02,1340,1265,1194,71,47,24,0,0,0,8,8,0,0,0,0,0,16,0,38,4,9,2304,1603,30.4,30.6,94028,4.4,9.3,6.3,952,909,43,17,1.9,176,19.4,327,36,389,42.8,2667,1407,1260,2468,92.5,58,2.2,0,0,42,1.6,0,0,27,1.012373
1047,34,015,500600,34015500600,5006,4627,4309,3980,329,300,13,16,0,0,102,11,0,34,57,0,0,0,0,16,13,187,7198,5043,29.9,28.5,108139,4.1,4.9,5.7,3442,3269,173,98,3,594,18.2,1599,48.9,978,29.9,9818,4576,5242,8324,84.8,778,7.9,74,0.8,486,5,0,0,261,2.658383
1048,34,015,501101,34015501101,5011.01,1734,1624,1445,179,179,0,0,0,0,47,47,0,0,0,0,0,0,0,0,41,22,3555,2001,43.7,26.9,35928,19.7,13.5,17,1914,1819,95,274,15.1,818,45,490,26.9,237,13,4181,1751,2430,2952,70.6,932,22.3,0,0,120,2.9,0,0,526,12.580722
1049,34,015,500500,34015500500,5005,2217,2129,1949,180,148,32,0,0,0,34,0,0,13,21,0,0,19,0,17,0,18,4049,2530,37.5,28.3,66049,6.5,7.5,5.5,2222,2049,173,90,4.4,676,33,880,42.9,403,19.7,4895,2291,2604,4670,95.4,96,2,0,0,12,0.2,0,0,55,1.123596
1050,34,015,500202,34015500202,5002.02,2193,2100,2052,48,48,0,0,0,0,32,12,0,10,10,0,0,0,0,38,16,7,3862,2733,29.2,24.5,65353,5.8,10.3,9.4,1957,1939,18,85,4.4,600,30.9,941,48.5,313,16.1,4799,2398,2401,4373,91.1,273,5.7,0,0,24,0.5,0,0,89,1.854553
1051,34,015,500100,34015500100,5001,1996,1748,1617,131,115,8,0,8,0,28,2,0,26,0,0,0,0,18,81,85,36,3591,2478,31,19.2,54000,13.7,17.7,13.7,1848,1730,118,214,12.4,639,36.9,641,37.1,236,13.6,4272,1982,2290,3733,87.4,90,2.1,0,0,186,4.4,0,0,278,6.507491
1052,34,015,501703,34015501703,5017.03,2100,2000,1911,89,82,7,0,0,0,22,0,0,0,22,0,0,0,0,0,0,78,3662,2414,34.1,28.1,69014,8.2,13.3,4.4,1719,1585,134,62,3.9,285,18,667,42.1,571,36,4513,2042,2471,3917,86.8,233,5.2,0,0,55,1.2,0,0,425,9.417239
1053,34,015,501102,34015501102,5011.02,3671,3418,3125,293,272,0,0,0,21,81,31,0,18,32,0,0,0,0,0,137,35,5634,4181,25.8,30.3,81750,8.1,8.5,8.4,3001,2954,47,131,4.4,986,33.4,1496,50.6,341,11.5,6982,3549,3433,5405,77.4,675,9.7,0,0,494,7.1,0,0,679,9.725007
1054,34,015,500201,34015500201,5002.01,979,910,841,69,69,0,0,0,0,24,0,0,24,0,0,0,0,0,3,29,13,2053,1337,34.9,20.6,62778,10.3,14.4,3.5,1067,980,87,77,7.9,320,32.7,385,39.3,198,20.2,2536,1307,1229,2217,87.4,167,6.6,0,0,142,5.6,0,0,60,2.365931
1055,34,021,002100,34021002100,21,2013,1552,1004,548,203,24,59,238,24,147,114,0,0,33,0,0,0,4,55,255,0,4894,2463,49.7,24.5,30156,27.5,28.4,23.9,2412,1753,659,529,30.2,764,43.6,239,13.6,221,12.6,5923,3268,2655,1047,17.7,3083,52.1,12,0.2,37,0.6,0,0,2462,41.566774
1056,34,021,002200,34021002200,22,2211,1777,1313,464,367,36,0,14,47,335,283,0,0,52,0,0,0,10,75,0,14,4402,2849,35.3,23.4,40213,21,22.7,20.7,2120,1763,357,481,27.3,744,42.2,366,20.8,172,9.8,5807,2792,3015,1755,30.2,3423,58.9,33,0.6,187,3.2,0,0,1784,30.721543
1057,34,021,002701,34021002701,27.01,1878,1592,1468,124,99,9,0,16,0,161,113,0,0,48,0,0,0,0,98,5,22,3056,2239,26.7,23.9,68259,7.6,11.6,5.1,1589,1445,144,246,17,422,29.2,412,28.5,365,25.3,3816,1763,2053,2595,68,818,21.4,0,0,109,2.9,0,0,722,18.920335
1058,34,021,002400,34021002400,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830,0,100,,,,,,0,0,0,0,,0,,0,,0,,1830,1798,32,496,27.1,1093,59.7,9,0.5,12,0.7,0,0,353,19.289617
1059,34,021,004301,34021004301,43.01,3868,2505,2251,254,242,0,0,0,12,916,83,0,89,744,0,7,0,22,10,52,356,5919,4182,29.3,42.4,118537,0.4,6.7,3.8,3154,2942,212,65,2.2,1392,47.3,1296,44.1,189,6.4,8391,4009,4382,3300,39.3,368,4.4,11,0.1,3958,47.2,50,0.600000,642,7.651055
1060,34,021,004304,34021004304,43.04,3515,2635,2428,207,76,65,52,12,2,611,0,9,42,560,0,0,0,0,8,28,233,6078,3751,38.3,44.2,166132,0.5,5.9,3.6,2880,2788,92,120,4.3,540,19.4,1423,51,705,25.3,7950,3808,4142,4585,57.7,244,3.1,0,0,2856,35.9,0,0,372,4.679245
1061,34,021,004407,34021004407,44.07,3489,3009,2530,479,412,0,0,66,1,229,88,0,0,141,0,0,14,0,41,56,140,5732,3989,30.4,30.9,98563,5.6,10.8,6.6,2492,2326,166,116,5,693,29.8,1001,43,516,22.2,7002,3382,3620,4982,71.2,515,7.4,19,0.3,1001,14.3,0,0,883,12.610683
1062,34,021,004306,34021004306,43.06,2459,1660,1496,164,139,4,16,1,4,528,0,0,31,497,0,0,0,23,0,10,238,3966,2759,30.4,42.9,181452,1.9,4.6,1.7,1605,1605,0,12,0.7,182,11.3,951,59.3,460,28.7,5349,2541,2808,2880,53.8,112,2.1,0,0,2205,41.2,0,0,310,5.795476
1063,34,015,500300,34015500300,5003,1381,1265,1175,90,80,10,0,0,0,14,0,0,5,9,0,0,0,0,42,57,3,2370,1667,29.7,24.9,63088,7.8,12.1,3.3,1091,1048,43,78,7.4,318,30.3,443,42.3,209,19.9,3024,1420,1604,2862,94.6,55,1.8,4,0.1,49,1.6,0,0,48,1.587302
1064,34,015,501704,34015501704,5017.04,1819,1727,1551,176,176,0,0,0,0,14,14,0,0,0,0,0,0,0,15,24,39,3219,2128,33.9,27.3,62540,10.1,13.3,6.9,1559,1433,126,60,4.2,506,35.3,481,33.6,386,26.9,4145,1941,2204,3358,81,518,12.5,6,0.1,239,5.8,0,0,76,1.833534
1065,34,015,501800,34015501800,5018,762,724,664,60,56,4,0,0,0,4,0,0,4,0,0,0,3,0,17,3,11,1341,905,32.5,25.1,62857,10.2,7.5,7.5,653,606,47,66,10.9,131,21.6,233,38.4,176,29,1662,831,831,1529,92,60,3.6,3,0.2,1,0.1,0,0,101,6.077016
1066,34,015,501201,34015501201,5012.01,3273,2909,2655,254,216,38,0,0,0,145,37,0,71,37,0,0,0,17,0,36,166,4971,3613,27.3,30.6,115278,4.2,4.8,0.9,2005,1986,19,105,5.3,290,14.6,943,47.5,648,32.6,6270,3033,3237,5722,91.3,203,3.2,0,0,303,4.8,0,0,24,0.382775
1067,34,015,500205,34015500205,5002.05,1444,1331,1245,86,55,31,0,0,0,43,33,0,0,10,0,0,0,31,0,0,39,2881,1677,41.8,28.2,60789,6.3,12.9,4.9,1726,1544,182,93,6,750,48.6,540,35,161,10.4,3335,1584,1751,3083,92.4,205,6.1,0,0,12,0.4,0,0,63,1.889055
1068,34,015,501701,34015501701,5017.01,2672,2599,2276,323,250,23,13,24,13,11,11,0,0,0,0,0,0,0,0,0,62,4159,3122,24.9,34.8,91964,4.7,8.5,2,1816,1688,128,6,0.4,179,10.6,819,48.5,684,40.5,5466,2717,2749,4635,84.8,535,9.8,0,0,0,0,0,0,282,5.159166
1069,34,021,003301,34021003301,33.01,3720,3014,2810,204,162,13,0,29,0,217,42,14,0,161,0,0,0,26,90,0,373,5838,4052,30.6,27.4,110492,3.7,3.5,2.2,2985,2793,192,32,1.1,813,29.1,1435,51.4,513,18.4,7274,3462,3812,5681,78.1,826,11.4,0,0,501,6.9,0,0,521,7.162497
1070,34,021,002904,34021002904,29.04,3163,2905,2670,235,224,0,11,0,0,73,0,0,0,73,0,0,0,0,0,0,185,4503,3475,22.8,22.7,90067,1.6,2.6,0,2069,2019,50,34,1.7,486,24.1,932,46.2,567,28.1,5593,2546,3047,4763,85.2,268,4.8,46,0.8,344,6.2,0,0,170,3.039514
1071,34,021,004307,34021004307,43.07,3090,2077,1966,111,110,1,0,0,0,621,0,0,22,599,0,0,0,21,0,74,297,4734,3521,25.6,41,165481,4.1,4.6,2.4,2245,2185,60,80,3.7,554,25.4,1264,57.8,287,13.1,6021,2999,3022,3582,59.5,88,1.5,0,0,1978,32.9,0,0,411,6.826109
1072,34,021,001102,34021001102,11.02,1285,1031,856,175,167,8,0,0,0,154,154,0,0,0,0,0,0,0,70,30,0,2881,1794,37.7,20.4,22273,30.6,15.1,26.2,1939,1526,413,605,39.6,592,38.8,247,16.2,82,5.4,3799,1714,2085,255,6.7,3416,89.9,0,0,27,0.7,0,0,60,1.579363
1073,34,021,003905,34021003905,39.05,2542,2109,1964,145,126,0,19,0,0,98,0,0,0,98,0,0,0,0,6,55,274,3588,2656,26,27.6,171490,0.9,1.3,0,1744,1625,119,13,0.8,294,18.1,743,45.7,575,35.4,4747,2337,2410,4376,92.2,128,2.7,0,0,230,4.8,0,0,85,1.790605
1074,34,015,500400,34015500400,5004,2456,2207,1964,243,208,16,0,19,0,56,56,0,0,0,0,0,0,21,38,93,41,4423,3082,30.3,24,41651,29.6,12.2,24,2548,2189,359,441,20.1,753,34.4,580,26.5,415,19,6063,2642,3421,3262,53.8,2254,37.2,46,0.8,0,0,0,0,413,6.811809
1075,34,015,502400,34015502400,5024,3148,2876,2738,138,125,0,13,0,0,131,51,0,38,42,0,0,0,0,17,0,124,4639,3536,23.8,26.8,85379,2.2,9.8,3.2,2284,2180,104,22,1,484,22.2,1106,50.7,568,26.1,6042,2988,3054,4815,79.7,705,11.7,0,0,155,2.6,0,0,433,7.166501
1076,34,015,501500,34015501500,5015,3537,3304,3021,283,239,0,13,31,0,87,67,0,0,20,0,0,0,9,62,15,60,6242,4002,35.9,28.2,63338,14.5,15.5,8.5,3214,3028,186,216,7.1,1012,33.4,1241,41,559,18.5,8196,3815,4381,5667,69.1,1292,15.8,106,1.3,155,1.9,0,0,464,5.661298
1077,34,015,501206,34015501206,5012.06,1527,1480,1294,186,186,0,0,0,0,25,9,0,16,0,0,0,0,0,0,0,22,2887,1693,41.4,32.2,76272,10.6,5.6,5.3,1508,1380,128,232,16.8,405,29.3,457,33.1,286,20.7,3538,1672,1866,3034,85.8,216,6.1,18,0.5,91,2.6,0,0,241,6.811758
1078,34,015,501105,34015501105,5011.05,1294,1197,1043,154,92,50,5,7,0,28,5,0,0,23,0,0,0,0,0,56,13,2459,1437,41.6,34.2,55264,1.8,12.2,4.6,1321,1131,190,47,4.2,452,40,436,38.5,196,17.3,2831,1513,1318,2084,73.6,305,10.8,10,0.4,20,0.7,0,0,103,3.63829
1079,34,015,500204,34015500204,5002.04,3294,3150,2994,156,137,13,6,0,0,32,32,0,0,0,0,0,0,0,18,12,82,5005,3538,29.3,24.4,76394,4.3,9.8,8.7,2781,2619,162,145,5.5,1077,41.1,959,36.6,438,16.7,6170,2947,3223,4777,77.4,658,10.7,0,0,245,4,0,0,591,9.578606
1080,34,021,004501,34021004501,45.01,2369,655,559,96,84,7,0,0,5,65,14,0,0,51,0,0,0,51,922,0,676,5876,2796,52.4,18.3,128807,2.6,1.3,0,777,665,112,100,15,269,40.5,246,37,50,7.5,6101,2845,3256,4393,72,491,8,10,0.2,952,15.6,0,0,251,4.11408
1081,34,021,001101,34021001101,11.01,698,587,563,24,0,0,24,0,0,111,111,0,0,0,0,0,0,0,0,0,0,1672,1042,37.7,19.2,37143,24,13.9,7.6,1369,970,399,301,31,476,49.1,193,19.9,0,0,1979,812,1167,110,5.6,1755,88.7,0,0,0,0,0,0,13,0.656897
1082,34,021,003904,34021003904,39.04,3135,2753,2593,160,160,0,0,0,0,130,14,0,0,116,0,0,0,0,37,0,215,4856,3389,30.2,26.5,146051,1.5,0.5,0.6,2425,2405,20,56,2.3,558,23.2,1287,53.5,504,21,6328,3145,3183,4658,73.6,304,4.8,0,0,1088,17.2,0,0,331,5.230721
1083,34,021,004309,34021004309,43.09,2154,1834,1666,168,167,0,0,0,1,119,0,0,0,119,0,0,0,0,29,13,159,3224,2379,26.2,32.9,122571,2.8,1.7,5.2,1488,1488,0,14,0.9,373,25.1,594,39.9,507,34.1,4120,1930,2190,3602,87.4,87,2.1,0,0,342,8.3,17,0.400000,274,6.650485
1084,34,021,004310,34021004310,43.10,4836,4205,4050,155,155,0,0,0,0,365,47,0,0,318,0,0,0,0,0,0,266,7393,5238,29.1,36.8,108750,2.6,5.2,0.7,3730,3645,85,141,3.9,1069,29.3,1660,45.5,775,21.3,9693,4543,5150,7320,75.5,312,3.2,0,0,1600,16.5,0,0,439,4.529042
1085,34,021,004502,34021004502,45.02,519,324,324,0,0,0,0,0,0,67,7,0,0,60,0,18,0,7,73,0,30,1310,555,57.6,30.7,141250,10.8,4.7,16.4,547,530,17,135,25.5,105,19.8,171,32.3,119,22.5,1511,720,791,1143,75.6,71,4.7,8,0.5,261,17.3,0,0,79,5.228326
1086,34,015,501210,34015501210,5012.10,1679,1580,1533,47,47,0,0,0,0,27,0,0,9,18,0,0,0,0,0,0,72,2955,2010,32,32.9,82022,2.5,9.7,0.6,1191,1172,19,0,0,139,11.9,603,51.5,430,36.7,3709,2027,1682,3564,96.1,79,2.1,2,0.1,37,1,0,0,43,1.159342
1087,34,015,501103,34015501103,5011.03,2466,2338,2077,261,185,37,38,1,0,101,46,0,20,35,0,0,0,0,8,0,19,4012,2758,31.3,28.8,77116,1.1,9.3,2.6,1874,1803,71,17,0.9,460,25.5,885,49.1,441,24.5,5278,2499,2779,4162,78.9,449,8.5,0,0,361,6.8,0,0,406,7.692308
1088,34,015,501402,34015501402,5014.02,1414,1162,1039,123,101,0,22,0,0,34,26,0,8,0,0,0,0,9,156,9,44,3003,1743,42,19.7,36341,22.3,9.9,13.7,1239,1064,175,168,15.8,318,29.9,349,32.8,229,21.5,3689,1769,1920,2013,54.6,1264,34.3,0,0,0,0,0,0,684,18.54161
1089,34,015,502300,34015502300,5023,1352,1183,993,190,175,7,0,8,0,0,0,0,0,0,0,0,0,0,107,26,36,1994,1518,23.9,25.8,70781,9.2,11.4,5.3,1047,944,103,77,8.2,314,33.3,391,41.4,162,17.2,2621,1312,1309,1890,72.1,455,17.4,3,0.1,4,0.2,0,0,417,15.909958
